epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.4636,1.05887,1.32129,0.9701,0.87069,0.58428,0.7186,0.3227,2.00871,1.73792,1.3764,7.145e-05,7.145e-05,7.145e-05
2,52.9931,1.08208,1.31832,0.96812,0.88512,0.66843,0.77285,0.37439,1.90592,1.68454,1.31597,0.000141628,0.000141628,0.000141628
3,85.5946,1.24299,1.34388,1.05218,0.88898,0.72428,0.79794,0.38618,1.83847,1.55789,1.31392,0.00019483,0.00019483,0.00019483
4,111.724,1.25681,1.48101,1.07596,0.82163,0.72994,0.78055,0.36934,1.97303,1.63149,1.4162,0.000231055,0.000231055,0.000231055
5,139.408,1.26151,1.40355,1.11811,0.71886,0.68561,0.74272,0.3623,1.97849,1.72001,1.41394,0.000250304,0.000250304,0.000250304
6,164.989,1.23933,1.43215,1.08295,0.89934,0.65756,0.77321,0.36808,1.88859,1.5788,1.3503,0.000252576,0.000252576,0.000252576
7,190.575,1.21648,1.40331,1.08382,0.795,0.71115,0.7481,0.35269,1.88382,1.63974,1.3621,0.000237871,0.000237871,0.000237871
8,213.686,1.30123,1.38846,1.07852,0.85658,0.69886,0.77163,0.35895,1.90587,1.59572,1.3664,0.00020619,0.00020619,0.00020619
9,238.198,1.30236,1.41056,1.07795,0.90437,0.68466,0.77363,0.36271,1.95818,1.60278,1.38849,0.000157533,0.000157533,0.000157533
10,264.072,1.3342,1.39194,1.08113,0.84314,0.69114,0.75781,0.36285,1.94992,1.56847,1.38321,9.1899e-05,9.1899e-05,9.1899e-05
