epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.2895,1.57149,1.34403,1.27319,0.91667,0.69886,0.81419,0.43228,1.86644,1.31608,1.34759,7.145e-05,7.145e-05,7.145e-05
2,48.7438,1.53369,1.23339,1.24557,0.85452,0.71812,0.82537,0.4237,1.84453,1.29756,1.35537,0.00015705,0.00015705,0.00015705
3,73.835,1.54601,1.2895,1.25772,0.89288,0.71402,0.81574,0.44234,1.85244,1.30347,1.36518,0.000242068,0.000242068,0.000242068
4,99.3662,1.49533,1.24935,1.22528,0.8661,0.66667,0.79756,0.39949,1.96409,1.30541,1.40516,0.00032605,0.00032605,0.00032605
5,122.182,1.5573,1.37924,1.33945,0.88278,0.69034,0.81249,0.42405,1.94612,1.308,1.40048,0.000408551,0.000408551,0.000408551
6,144.845,1.50705,1.20885,1.22327,0.89053,0.69034,0.81175,0.42899,1.84333,1.28814,1.34314,0.000489134,0.000489134,0.000489134
7,168.088,1.5292,1.18723,1.20471,0.85489,0.73439,0.82405,0.43999,1.8647,1.27691,1.35963,0.000567376,0.000567376,0.000567376
8,191.351,1.58174,1.3097,1.31434,0.93548,0.59659,0.78419,0.42676,1.94781,1.34024,1.39975,0.000642866,0.000642866,0.000642866
9,213.576,1.56254,1.29642,1.26067,0.75617,0.57292,0.72318,0.30671,1.9383,1.36155,1.39132,0.000715213,0.000715213,0.000715213
10,236.543,1.56064,1.18836,1.2233,0.86034,0.73674,0.82154,0.38046,1.88781,1.29577,1.33686,0.000784048,0.000784048,0.000784048
11,259.931,1.56903,1.25811,1.21947,0.88354,0.67662,0.79226,0.37436,1.8659,1.33103,1.3169,0.000849022,0.000849022,0.000849022
12,285.538,1.48843,1.20226,1.23696,0.90758,0.60606,0.75752,0.35936,1.94389,1.45794,1.35824,0.000909814,0.000909814,0.000909814
13,309.779,1.48465,1.26768,1.29757,0.92063,0.55303,0.73545,0.36143,1.9472,1.55479,1.38485,0.000966129,0.000966129,0.000966129
14,333.192,1.5324,1.28033,1.31627,0.90969,0.67519,0.81013,0.39067,1.85535,1.38867,1.34917,0.0010177,0.0010177,0.0010177
15,356.038,1.54933,1.22495,1.26082,0.93402,0.66911,0.81511,0.38585,1.86463,1.3941,1.34502,0.0010643,0.0010643,0.0010643
16,378.5,1.46314,1.17832,1.23717,0.85232,0.64168,0.78834,0.38488,2.01486,1.50323,1.44101,0.00110573,0.00110573,0.00110573
17,401.975,1.62753,1.36213,1.29164,0.84624,0.62311,0.76619,0.37776,2.05404,1.47116,1.46163,0.00113051,0.00113051,0.00113051
