epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,636.53,1.48223,1.13682,1.24944,0.90791,0.76884,0.86363,0.41299,1.91941,1.23756,1.6725,0.000745573,0.000745573,0.000745573
28,659.206,1.47433,1.14852,1.24108,0.93392,0.77557,0.86391,0.43931,1.82406,1.19105,1.65937,0.000705354,0.000705354,0.000705354
29,682.476,1.41769,1.08826,1.2021,0.9321,0.76799,0.85917,0.45942,1.8119,1.12122,1.62947,0.000665454,0.000665454,0.000665454
30,705.354,1.43109,1.15149,1.21209,0.92422,0.76799,0.86567,0.47113,1.81774,1.1013,1.61014,0.00062603,0.00062603,0.00062603
31,728.057,1.45216,1.15652,1.20705,0.91667,0.76042,0.85618,0.44496,1.80423,1.08257,1.57243,0.000587237,0.000587237,0.000587237
32,751.527,1.4644,1.09272,1.17041,0.91637,0.76042,0.85644,0.43088,1.81912,1.09717,1.59205,0.000549228,0.000549228,0.000549228
33,773.976,1.39505,1.16951,1.18043,0.90364,0.79924,0.88205,0.41037,1.84054,1.10854,1.62246,0.000512153,0.000512153,0.000512153
34,796.575,1.40855,1.11465,1.17501,0.89578,0.80682,0.88035,0.41632,1.85366,1.10074,1.64853,0.000476158,0.000476158,0.000476158
35,819.768,1.40445,1.05026,1.16969,0.89777,0.80682,0.8739,0.42346,1.84713,1.09983,1.64726,0.000441387,0.000441387,0.000441387
36,843.346,1.31559,1.0381,1.17814,0.87673,0.79924,0.86367,0.41044,1.85951,1.06355,1.65558,0.000407975,0.000407975,0.000407975
37,865.906,1.42694,1.06518,1.19109,0.91662,0.76799,0.86203,0.41061,1.88126,1.0604,1.66761,0.000376055,0.000376055,0.000376055
38,888.468,1.33085,0.98637,1.1778,0.91582,0.75618,0.85188,0.40719,1.91665,1.08467,1.68101,0.000345752,0.000345752,0.000345752
39,911.172,1.33786,1.02843,1.14196,0.89344,0.76042,0.84633,0.39998,1.93448,1.09928,1.68462,0.000317187,0.000317187,0.000317187
40,934.404,1.44167,1.11378,1.2267,0.88538,0.76042,0.8417,0.39619,1.93201,1.08756,1.68042,0.000290471,0.000290471,0.000290471
41,957.264,1.28454,1.01342,1.1474,0.87923,0.74527,0.83413,0.39744,1.90488,1.11463,1.66577,0.000265712,0.000265712,0.000265712
42,979.625,1.2863,0.95262,1.11122,0.90023,0.73769,0.83974,0.40885,1.88184,1.11201,1.65194,0.000243005,0.000243005,0.000243005
43,1002,1.28295,0.92404,1.10536,0.88141,0.73769,0.84143,0.40376,1.86702,1.10964,1.64444,0.000222441,0.000222441,0.000222441
44,1024.14,1.25048,0.90812,1.10723,0.91202,0.74282,0.85602,0.42509,1.82529,1.07853,1.61766,0.000204101,0.000204101,0.000204101
45,1046.17,1.2689,0.94935,1.12618,0.91507,0.74442,0.85682,0.42385,1.79014,1.07598,1.58777,0.000188057,0.000188057,0.000188057
46,1068.66,1.25654,0.92028,1.10722,0.94045,0.75215,0.86604,0.43365,1.77371,1.07201,1.56039,0.000174373,0.000174373,0.000174373
47,1090.72,1.21225,0.90106,1.08218,0.9353,0.76042,0.86834,0.43017,1.71851,1.02522,1.51624,0.000163103,0.000163103,0.000163103
48,1113.29,1.21016,0.90457,1.09225,0.93545,0.76042,0.86524,0.43315,1.7122,1.01338,1.51389,0.00015429,0.00015429,0.00015429
49,1135.75,1.17536,0.88366,1.0672,0.90592,0.79167,0.87447,0.42493,1.73213,1.01331,1.53327,0.000147971,0.000147971,0.000147971
50,1157.83,1.25174,0.88691,1.14798,0.91236,0.79167,0.87574,0.42336,1.74533,1.01188,1.54228,0.000144169,0.000144169,0.000144169
