epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,972.031,1.5988,1.39239,1.28186,0.85929,0.72159,0.79837,0.41033,1.89944,1.43254,1.39731,0.000345752,0.000345752,0.000345752
39,996.891,1.63197,1.33736,1.27665,0.86749,0.72917,0.81255,0.41559,1.90114,1.43048,1.39638,0.000317187,0.000317187,0.000317187
40,1020.01,1.46431,1.23871,1.255,0.875,0.72917,0.81328,0.42536,1.87968,1.37697,1.36847,0.000290471,0.000290471,0.000290471
41,1046.06,1.44785,1.3798,1.18957,0.87429,0.72159,0.81073,0.42448,1.87544,1.36559,1.36004,0.000265712,0.000265712,0.000265712
42,1070.09,1.46835,1.35962,1.15867,0.88218,0.72159,0.82167,0.42002,1.89797,1.35677,1.37026,0.000243005,0.000243005,0.000243005
43,1094.26,1.55374,1.34776,1.23215,0.91552,0.69034,0.81415,0.40962,1.90959,1.37363,1.37792,0.000222441,0.000222441,0.000222441
44,1119.68,1.45485,1.36164,1.1841,0.90278,0.66667,0.81293,0.40161,1.90562,1.40644,1.38053,0.000204101,0.000204101,0.000204101
45,1145.75,1.46836,1.36894,1.20117,0.90207,0.65909,0.80628,0.3925,1.9028,1.41086,1.37464,0.000188057,0.000188057,0.000188057
46,1168.27,1.54737,1.23211,1.20558,0.86552,0.65909,0.79585,0.39382,1.91848,1.4321,1.37747,0.000174373,0.000174373,0.000174373
47,1193.94,1.44475,1.21508,1.21341,0.87461,0.69034,0.80879,0.40668,1.92837,1.43662,1.38716,0.000163103,0.000163103,0.000163103
48,1219.71,1.4261,1.24274,1.17959,0.88278,0.69034,0.80955,0.40325,1.92979,1.45211,1.39007,0.00015429,0.00015429,0.00015429
49,1243.65,1.40461,1.22942,1.17242,0.874,0.68277,0.80493,0.4044,1.93098,1.44738,1.39539,0.000147971,0.000147971,0.000147971
50,1266.4,1.45688,1.24342,1.2009,0.86582,0.71402,0.81113,0.39824,1.95339,1.43668,1.41607,0.000144169,0.000144169,0.000144169
