epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,1109.54,1.639,1.35524,1.30379,0.85304,0.70549,0.80812,0.4292,1.83951,1.33554,1.3345,0.000376055,0.000376055,0.000376055
38,1134.14,1.61162,1.38501,1.27458,0.88024,0.65246,0.78574,0.42023,1.84838,1.37293,1.34019,0.000345752,0.000345752,0.000345752
39,1160.03,1.59883,1.37546,1.25303,0.88079,0.66004,0.79304,0.43566,1.85283,1.37073,1.34007,0.000317187,0.000317187,0.000317187
40,1184.84,1.49522,1.26931,1.26352,0.91667,0.69886,0.81294,0.43932,1.86983,1.34705,1.34369,0.000290471,0.000290471,0.000290471
41,1212.95,1.45068,1.42731,1.18853,0.91667,0.67614,0.80283,0.4359,1.8766,1.36079,1.34507,0.000265712,0.000265712,0.000265712
42,1238.38,1.46387,1.34056,1.16258,0.91667,0.66098,0.79011,0.41008,1.90297,1.41327,1.36381,0.000243005,0.000243005,0.000243005
43,1264.12,1.54573,1.36868,1.22143,0.9,0.59091,0.76328,0.40136,1.90703,1.42732,1.36663,0.000222441,0.000222441,0.000222441
44,1289.76,1.4249,1.39474,1.17409,0.9,0.61364,0.7753,0.40808,1.89443,1.39126,1.35131,0.000204101,0.000204101,0.000204101
45,1315.39,1.45633,1.35501,1.20483,0.89929,0.66004,0.79701,0.41753,1.88842,1.37153,1.3526,0.000188057,0.000188057,0.000188057
46,1340.85,1.51329,1.26296,1.20108,0.89909,0.65246,0.80118,0.42744,1.90844,1.34616,1.35962,0.000174373,0.000174373,0.000174373
47,1366.3,1.45924,1.23986,1.22055,0.89909,0.65246,0.79528,0.41953,1.90326,1.3504,1.35439,0.000163103,0.000163103,0.000163103
48,1392.34,1.43188,1.24204,1.17218,0.89845,0.62973,0.78405,0.42094,1.92046,1.34189,1.35932,0.00015429,0.00015429,0.00015429
49,1419.7,1.38955,1.21441,1.1817,0.90909,0.65246,0.79705,0.41469,1.92503,1.32156,1.36023,0.000147971,0.000147971,0.000147971
50,1444.79,1.45211,1.21385,1.19392,0.95455,0.69886,0.82678,0.42268,1.91908,1.30475,1.35179,0.000144169,0.000144169,0.000144169
