epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,6524.95,1.4435,1.0854,1.32327,0.92349,0.74835,0.85111,0.41572,2.06206,1.10988,1.68323,0.000212988,0.000212988,0.000212988
87,6597.9,1.49823,1.12162,1.35479,0.93142,0.74325,0.85264,0.40585,2.06331,1.1181,1.67674,0.000204101,0.000204101,0.000204101
88,6668.93,1.4941,1.16871,1.36089,0.91709,0.76513,0.85856,0.40985,2.05944,1.12284,1.66869,0.000195788,0.000195788,0.000195788
89,6740.21,1.46985,1.13343,1.34031,0.91712,0.74527,0.84938,0.41411,2.04424,1.09953,1.66455,0.000188057,0.000188057,0.000188057
90,6811.48,1.48035,1.07849,1.33909,0.91607,0.75407,0.85602,0.4206,2.00896,1.08642,1.65976,0.000180917,0.000180917,0.000180917
91,6882.62,1.32399,0.87685,1.22397,0.93166,0.77107,0.86295,0.42314,1.99966,1.08023,1.65,0.000174373,0.000174373,0.000174373
92,6953.7,1.35265,0.85444,1.21407,0.92921,0.74527,0.85397,0.41653,2.03768,1.08711,1.66436,0.000168433,0.000168433,0.000168433
93,7024.83,1.28292,0.83593,1.22045,0.94046,0.75244,0.85425,0.41483,2.03306,1.08201,1.66056,0.000163103,0.000163103,0.000163103
94,7094.64,1.25323,0.81902,1.18148,0.92761,0.76042,0.85246,0.43431,2.02173,1.07938,1.65162,0.000158387,0.000158387,0.000158387
95,7165.54,1.30138,0.81759,1.20527,0.90995,0.76799,0.85627,0.4323,2.03493,1.07961,1.65915,0.00015429,0.00015429,0.00015429
96,7237.86,1.29109,0.83413,1.19102,0.94924,0.75269,0.85846,0.41929,2.05437,1.08816,1.67225,0.000150817,0.000150817,0.000150817
97,7308.95,1.29885,0.81843,1.21355,0.92304,0.74278,0.85126,0.40267,2.0526,1.10713,1.68382,0.000147971,0.000147971,0.000147971
98,7377.22,1.25903,0.79644,1.19483,0.89109,0.73381,0.83518,0.40981,2.04841,1.11936,1.69542,0.000145754,0.000145754,0.000145754
99,7447.05,1.27085,0.8,1.2029,0.88456,0.73769,0.83061,0.41602,2.04214,1.12521,1.68901,0.000144169,0.000144169,0.000144169
100,7516.73,1.26629,0.80303,1.18621,0.88351,0.72662,0.82593,0.41694,2.01661,1.13003,1.6936,0.000143217,0.000143217,0.000143217
