epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,3078.3,1.7088,1.43853,1.43745,0.93357,0.59091,0.77592,0.41011,1.86454,1.27851,1.52693,0.000665454,0.000665454,0.000665454
30,3145.16,1.68349,1.41332,1.47021,0.95,0.45549,0.71342,0.34615,1.96346,1.24885,1.60769,0.00062603,0.00062603,0.00062603
31,3211.51,1.69065,1.31002,1.41808,0.98039,0.62121,0.80135,0.38925,2.01343,1.30995,1.64933,0.000587237,0.000587237,0.000587237
32,3277.52,1.66748,1.34953,1.43883,0.9101,0.62311,0.77303,0.39695,2.0253,1.26553,1.64836,0.000549228,0.000549228,0.000549228
33,3344.42,1.67379,1.36938,1.44219,0.96512,0.61553,0.78771,0.38551,2.00735,1.26467,1.61525,0.000512153,0.000512153,0.000512153
34,3411.54,1.67413,1.30701,1.41913,0.95283,0.67614,0.81893,0.38945,2.01109,1.28735,1.64432,0.000476158,0.000476158,0.000476158
35,3477.91,1.64108,1.29822,1.42304,0.93281,0.64583,0.80472,0.39267,1.99676,1.29608,1.63842,0.000441387,0.000441387,0.000441387
36,3542.31,1.6476,1.27095,1.42164,0.95,0.55398,0.76615,0.37107,2.03437,1.20632,1.64403,0.000407975,0.000407975,0.000407975
37,3607.11,1.64906,1.27369,1.42697,0.90455,0.66004,0.81155,0.4181,1.99904,1.19269,1.64338,0.000376055,0.000376055,0.000376055
38,3672.94,1.64374,1.29522,1.41208,0.92778,0.60701,0.77759,0.38477,2.06177,1.23271,1.64899,0.000345752,0.000345752,0.000345752
39,3741.05,1.61486,1.19188,1.38249,0.89595,0.53125,0.72037,0.37674,2.10123,1.29806,1.70147,0.000317187,0.000317187,0.000317187
40,3810.11,1.65024,1.25119,1.39054,0.90283,0.64489,0.79038,0.40055,2.08651,1.26484,1.71351,0.000290471,0.000290471,0.000290471
41,3874.47,1.514,1.06811,1.36297,0.93077,0.66004,0.81204,0.4129,2.05744,1.29826,1.67311,0.000265712,0.000265712,0.000265712
42,3939.08,1.50754,1.03882,1.32542,0.91341,0.56913,0.75204,0.37797,2.02485,1.27183,1.62743,0.000243005,0.000243005,0.000243005
43,4007.21,1.48927,1.04249,1.32111,0.91591,0.59186,0.76129,0.38823,2.01188,1.28463,1.64578,0.000222441,0.000222441,0.000222441
44,4073.07,1.48766,1.00977,1.31393,0.90455,0.58428,0.75537,0.37776,2.05007,1.25476,1.67285,0.000204101,0.000204101,0.000204101
45,4138.82,1.46172,0.97924,1.28539,0.91341,0.56913,0.75308,0.38003,2.07512,1.23926,1.68756,0.000188057,0.000188057,0.000188057
46,4203.12,1.44938,0.9751,1.28121,0.90556,0.59186,0.7636,0.35811,2.08146,1.22335,1.69634,0.000174373,0.000174373,0.000174373
47,4268.49,1.45046,0.96347,1.27125,0.89898,0.61458,0.77744,0.36363,2.04422,1.17792,1.69195,0.000163103,0.000163103,0.000163103
48,4335.64,1.41273,0.95154,1.29466,0.93936,0.62973,0.80133,0.38853,2.0119,1.1587,1.68301,0.00015429,0.00015429,0.00015429
49,4400.58,1.39133,0.93022,1.27156,0.92,0.63731,0.80122,0.37489,2.02083,1.1757,1.67504,0.000147971,0.000147971,0.000147971
50,4467.05,1.39018,0.91655,1.27994,0.93,0.64489,0.80563,0.37994,2.03503,1.18439,1.68553,0.000144169,0.000144169,0.000144169
